method,seed,episode,reward,success,steps,cost_ratio,budgeted_success,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,action_entropy
stride_gate_plus_residual,0,0,55.02751203202811,1.0,9,0.2734848484848485,1.0,0.2222222222222222,1.0,0.0,0.0,1.0,1.4270610809326172
stride_gate_plus_residual,0,1,-66.89930654277245,0.0,21,0.5,0.0,0.6666666666666666,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.9961782097816467
stride_gate_plus_residual,0,2,78.33164333472652,1.0,8,0.22348484848484848,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,0,3,76.45048389600578,1.0,9,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.8486855626106262
stride_gate_plus_residual,1,0,75.56629387455129,1.0,8,0.23939393939393938,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,1,1,70.42805099695194,1.0,12,0.3159090909090909,1.0,0.4166666666666667,0.8,0.2,0.2,0.8,1.4451860189437866
stride_gate_plus_residual,1,2,45.74043572254951,1.0,18,0.44772727272727275,1.0,0.5555555555555556,0.4,0.6,0.6,0.4,1.382343053817749
stride_gate_plus_residual,1,3,76.44832878965151,1.0,7,0.20606060606060606,1.0,0.0,0.0,0.0,0.0,0.0,0.9556998610496521
stride_gate_plus_residual,2,0,7.098288508544346,1.0,21,0.5234848484848484,1.0,0.5238095238095238,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.36363636363636365,1.3221900463104248
stride_gate_plus_residual,2,1,80.42659036845396,1.0,8,0.23939393939393938,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,2,2,78.1185751660447,1.0,8,0.22348484848484848,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,2,3,62.747486297762045,1.0,15,0.3946969696969697,1.0,0.4666666666666667,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,1.2746427059173584
stride_gate_plus_residual,3,0,-23.47595259856634,0.0,22,0.5446969696969697,0.0,0.5909090909090909,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,1.299232840538025
stride_gate_plus_residual,3,1,76.11525687363127,1.0,8,0.23939393939393938,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,3,2,-30.85632343672446,0.0,22,0.5287878787878788,0.0,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.477292537689209
stride_gate_plus_residual,3,3,46.71138950964818,1.0,16,0.44242424242424244,1.0,0.4375,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,1.331660270690918
stride_gate_plus_residual,4,0,25.601681034946175,1.0,18,0.4636363636363636,1.0,0.5555555555555556,0.4,0.6,0.6,0.4,1.194506287574768
stride_gate_plus_residual,4,1,76.40256327925204,1.0,7,0.20606060606060606,1.0,0.0,0.0,0.0,0.0,0.0,0.9556998610496521
stride_gate_plus_residual,4,2,76.4017065124923,1.0,8,0.22348484848484848,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,4,3,55.32896660970771,1.0,11,0.3159090909090909,1.0,0.36363636363636365,1.0,0.0,0.0,1.0,1.468139886856079
