method,seed,episode,reward,success,steps,cost_ratio,budgeted_success,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,action_entropy
stride_cost_aware,0,0,83.38446047072848,1.0,10,0.2818181818181818,1.0,0.3,0.6666666666666666,0.0,0.0,0.6666666666666666,1.2206072807312012
stride_cost_aware,0,1,69.93584114093281,1.0,14,0.3477272727272727,1.0,0.5714285714285714,0.75,0.25,0.25,0.75,1.3316643238067627
stride_cost_aware,0,2,61.036283392349446,1.0,15,0.37196969696969695,1.0,0.5333333333333333,0.5,0.5,0.5,0.5,1.263479471206665
stride_cost_aware,0,3,-88.92995777246442,0.0,22,0.5590909090909091,0.0,0.6363636363636364,0.21428571428571427,0.7857142857142857,0.7857142857142857,0.21428571428571427,0.9229806661605835
stride_cost_aware,0,4,71.4922756350858,1.0,13,0.3053030303030303,1.0,0.6153846153846154,0.75,0.25,0.25,0.75,1.2636257410049438
stride_cost_aware,1,0,-31.387927735322233,0.0,23,0.546969696969697,0.0,0.6956521739130435,0.3125,0.6875,0.6875,0.3125,0.9592230319976807
stride_cost_aware,1,1,37.10679668254537,1.0,22,0.5212121212121212,1.0,0.4090909090909091,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.5555555555555556,1.5768985748291016
stride_cost_aware,1,2,83.71127466414896,1.0,10,0.2818181818181818,1.0,0.3,1.0,0.0,0.0,1.0,1.359236717224121
stride_cost_aware,1,3,39.532537898483156,1.0,20,0.5143939393939394,1.0,0.5,0.4,0.5,0.5,0.4,1.4135724306106567
stride_cost_aware,1,4,-104.7161209805754,0.0,23,0.546969696969697,0.0,0.6956521739130435,0.25,0.75,0.75,0.25,0.9592230319976807
stride_cost_aware,2,0,76.78441960729685,1.0,10,0.278030303030303,1.0,0.2,1.0,0.0,0.0,1.0,1.2275294065475464
stride_cost_aware,2,1,82.06973856903122,1.0,9,0.2606060606060606,1.0,0.2222222222222222,1.0,0.0,0.0,1.0,1.3030924797058105
stride_cost_aware,2,2,-68.23452922967677,0.0,23,0.5098484848484849,0.0,0.6521739130434783,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.2638245820999146
stride_cost_aware,2,3,-70.04975369169168,0.0,22,0.5242424242424243,0.0,0.6818181818181818,0.26666666666666666,0.7333333333333333,0.7333333333333333,0.26666666666666666,1.0097780227661133
stride_cost_aware,2,4,-110.9884721904607,0.0,22,0.5363636363636364,0.0,0.6818181818181818,0.2,0.8,0.8,0.2,1.045861005783081
stride_cost_aware,3,0,-108.32466595802993,0.0,22,0.5590909090909091,0.0,0.6363636363636364,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.9229806661605835
stride_cost_aware,3,1,-71.03022151255676,0.0,22,0.5712121212121212,0.0,0.5909090909090909,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.23076923076923078,0.9562373161315918
stride_cost_aware,3,2,-27.523574048061725,0.0,22,0.5659090909090909,0.0,0.5909090909090909,0.3076923076923077,0.6923076923076923,0.6923076923076923,0.3076923076923077,1.0534721612930298
stride_cost_aware,3,3,-39.31686042250812,0.0,22,0.5659090909090909,0.0,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0534721612930298
stride_cost_aware,3,4,-6.260494331367855,0.0,22,0.5106060606060606,0.0,0.36363636363636365,0.375,0.625,0.625,0.375,1.5813632011413574
stride_cost_aware,4,0,-7.184653448279999,1.0,20,0.49393939393939396,1.0,0.65,0.3076923076923077,0.6923076923076923,0.6923076923076923,0.3076923076923077,1.1024287939071655
stride_cost_aware,4,1,-42.79948198613296,0.0,23,0.546969696969697,0.0,0.6956521739130435,0.375,0.625,0.625,0.375,0.9592230319976807
stride_cost_aware,4,2,-104.99796706380631,0.0,23,0.5348484848484848,0.0,0.7391304347826086,0.23529411764705882,0.7647058823529411,0.7647058823529411,0.23529411764705882,0.905368447303772
stride_cost_aware,4,3,-38.655362675757644,0.0,22,0.5416666666666666,0.0,0.6818181818181818,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.9828476309776306
stride_cost_aware,4,4,-151.75888418938928,0.0,23,0.5522727272727272,0.0,0.6956521739130435,0.1875,0.8125,0.8125,0.1875,0.8568589687347412
