id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
task_00000,-0.1977137178182602,0.20327742397785187,-0.2243419885635376,-0.457457035779953,-0.4069271683692932,0.14488691091537476,-0.15100601315498352,0.33464813232421875,0.2622738778591156,0.37182915210723877,-0.39991527795791626,0.12962570786476135,0.0930083692073822,-0.046308733522892,-0.5879606008529663,0.017955554649233818,-0.32459986209869385,-0.10454308986663818,0.5015531778335571,0.1708824187517166,-0.259442538022995,-0.27014344930648804,0.6163325309753418,0.11730921268463135,0.29490926861763,-0.4022630751132965,-0.04568735882639885,0.43398886919021606,-0.619589626789093,0.2985915243625641,0.35032039880752563,0.08633067458868027,0.02917202189564705,0.08785788714885712,0.41815876960754395,0.2784159183502197,0.28282493352890015,0.05989493429660797,0.40597736835479736,0.13489094376564026,0.10768669843673706,-0.2262641340494156,-0.7727659940719604,-0.09109990298748016,0.1449316442012787,-0.4214904010295868,-0.14325742423534393,0.3997986912727356,-0.754792332649231,0.17683392763137817,0.3492186367511749,-0.4738208055496216,0.3690272271633148,0.3447008728981018,0.32160013914108276,0.8648235201835632,0.41866907477378845,0.07660429179668427,-0.43085595965385437,0.2944944500923157,-0.3998171091079712,0.12713608145713806,-0.2569734752178192,0.01935667172074318
task_00001,0.3682725727558136,0.23665671050548553,0.13065031170845032,0.36394187808036804,0.37249523401260376,0.11148703843355179,-0.11427658051252365,0.13416384160518646,-0.6396522521972656,-0.3696642220020294,-0.013160907663404942,0.017541373148560524,-0.17397230863571167,-0.07085662335157394,0.1126895323395729,0.2984831929206848,0.7515758872032166,0.019611312076449394,-0.31415149569511414,0.3612569272518158,-0.3687749207019806,-0.41377201676368713,0.1262587606906891,-0.224680095911026,-0.1876441091299057,0.2569615840911865,-0.4197998642921448,0.021985771134495735,0.08295530080795288,-0.12529632449150085,-0.1484154909849167,-0.25260069966316223,-0.17797209322452545,-0.07993494719266891,0.5940940976142883,-0.13428720831871033,0.4335770308971405,0.24094507098197937,0.1363266259431839,0.04838130250573158,-0.3591274321079254,-0.06443895399570465,0.13458524644374847,-0.26348429918289185,0.36217615008354187,-0.18848639726638794,-0.17965251207351685,0.07285073399543762,-0.3021204471588135,-0.16682474315166473,0.2872506082057953,-0.34787681698799133,0.033467087894678116,0.24524468183517456,-0.1727718561887741,0.07366269081830978,0.7949868440628052,-0.1880112737417221,-0.07965739071369171,-0.06893476843833923,-0.018580250442028046,0.10328923910856247,-0.18853476643562317,0.10309594869613647
task_00002,0.06250910460948944,0.014861354604363441,0.01271824911236763,-0.2694222033023834,0.13749051094055176,0.08631385117769241,0.4811379015445709,-0.021982276812195778,0.16582070291042328,-0.445125013589859,0.3431045413017273,-0.31872451305389404,0.1895679384469986,0.274009644985199,0.10253585129976273,-0.35294684767723083,-0.1066160500049591,-0.37035244703292847,-0.2131589651107788,0.0814051553606987,-0.012868191115558147,-0.27684006094932556,0.40452051162719727,-0.039455756545066833,0.3520350158214569,-0.07303456217050552,0.13689352571964264,-0.15323196351528168,0.1920592486858368,0.15921132266521454,0.25660911202430725,0.08650900423526764,0.04110350087285042,0.08877795189619064,0.4111899733543396,0.02555028721690178,0.014574126340448856,-0.3649091124534607,-0.07159391045570374,-0.04896140843629837,-0.3910544216632843,-0.5534796714782715,-0.10695517808198929,0.08121851086616516,0.4314388632774353,0.014610283076763153,-0.1634649634361267,0.5832306742668152,0.30254611372947693,-0.266733855009079,0.15226656198501587,-0.1775394231081009,0.021329227834939957,0.38431623578071594,0.4272710382938385,-0.15021617710590363,0.7374334335327148,-0.1363263577222824,0.02626018412411213,0.4037061035633087,0.31096190214157104,0.18171674013137817,-0.36522963643074036,0.22708144783973694
task_00003,0.07947424799203873,-0.3863428831100464,0.13187026977539062,0.1126149520277977,0.1293167769908905,-0.13286268711090088,0.12775547802448273,0.14353862404823303,0.46221643686294556,0.32731059193611145,-0.008287391625344753,0.005120869260281324,-0.164490208029747,-0.46800893545150757,-0.005452971905469894,-0.27955925464630127,-0.026653435081243515,0.0031734099611639977,0.8106497526168823,0.10016032308340073,-0.4756360352039337,-0.4822528660297394,-0.19444797933101654,-0.32038310170173645,0.1762639284133911,0.3814127743244171,-0.17068730294704437,-0.2837551236152649,-0.43437954783439636,-0.6307883262634277,0.036960192024707794,0.1092512235045433,0.15305578708648682,0.312075674533844,0.025500446557998657,0.26190102100372314,0.11951957643032074,-0.16239333152770996,-0.08355060964822769,0.022690286859869957,-0.15181095898151398,-0.09123863279819489,-0.15098004043102264,0.1297134906053543,0.18987303972244263,0.37707534432411194,0.2502768933773041,-0.1386730819940567,0.11077998578548431,0.2091454714536667,-0.18641602993011475,-0.1650453805923462,0.466876357793808,0.4681495726108551,0.546819269657135,-0.028074348345398903,0.41198864579200745,0.04988311976194382,-0.3185783624649048,0.009258769452571869,0.5141735672950745,0.46335721015930176,-0.6159058809280396,0.2621675133705139
task_00004,0.5996610522270203,-0.10986176878213882,0.09322396665811539,-0.600529134273529,-0.17590181529521942,-0.2444625198841095,0.207704097032547,0.1599627286195755,0.022930622100830078,-0.6910191178321838,0.03958858177065849,-0.30278924107551575,0.24386359751224518,0.04109041392803192,0.3002834618091583,0.3097137212753296,0.13293692469596863,0.08280612528324127,0.3580547571182251,-0.14052245020866394,0.14322838187217712,-0.11032158136367798,-0.31703799962997437,-0.24825352430343628,-0.01859143190085888,0.2752815783023834,0.2693331241607666,0.11427243053913116,-0.06772943586111069,0.18865253031253815,-0.4157356023788452,-0.10073195397853851,-0.20238324999809265,-0.1894758939743042,0.1861540526151657,0.22264468669891357,0.02530539408326149,-0.45343777537345886,0.2181425839662552,0.07205921411514282,0.03577491268515587,0.3007744252681732,-0.19436635076999664,-0.1172121986746788,0.6570664048194885,0.25623440742492676,-0.02077442780137062,0.297897607088089,-0.0887010246515274,0.5497276186943054,-0.20677539706230164,-0.20887187123298645,0.5525408983230591,-0.06455681473016739,0.1996360719203949,-0.09019779413938522,0.6465684175491333,0.31036126613616943,0.14295752346515656,0.3231983780860901,-0.060358837246894836,0.19029192626476288,-0.23975443840026855,-0.06324490904808044
task_00005,0.23484176397323608,0.002409498207271099,0.4290364384651184,-0.5089892148971558,-0.08978145569562912,0.17869462072849274,0.09018254280090332,-0.05080190673470497,-0.004079942591488361,0.03255224600434303,0.12431663274765015,-0.29984983801841736,0.09199655055999756,0.2787504196166992,-0.06303022056818008,-0.35460996627807617,0.22984281182289124,0.0653659775853157,0.252961665391922,-0.08057288080453873,-0.07542723417282104,-0.2262522429227829,-0.31463587284088135,0.33667871356010437,-0.17430046200752258,0.27039507031440735,0.13060709834098816,0.014399250037968159,-0.5697413086891174,-0.22493043541908264,-0.0497482568025589,0.4573923647403717,0.29527705907821655,-0.46218472719192505,0.0144107136875391,0.06834403425455093,0.230916365981102,-0.08221086859703064,0.5611778497695923,0.014210617169737816,-0.115421362221241,0.14385537803173065,-0.3651811182498932,-0.018705856055021286,0.0031823115423321724,-0.40141209959983826,-0.040703147649765015,0.1579834222793579,-0.20126156508922577,-0.01837957464158535,-0.2507985234260559,-0.06894269585609436,-0.1133158951997757,-0.05125362426042557,-0.15866908431053162,-0.20826761424541473,0.8669448494911194,0.32528242468833923,0.27554142475128174,-0.027321748435497284,-0.15825791656970978,0.7071443796157837,0.02005073055624962,-0.17221547663211823
task_00006,0.21656829118728638,-0.18608123064041138,0.06329916417598724,0.29881390929222107,0.17006735503673553,-0.3428325653076172,-0.10420882701873779,-0.13974995911121368,-0.4230301082134247,0.27269870042800903,-0.04660974070429802,0.056050047278404236,0.07178815454244614,0.12857988476753235,0.5388134717941284,0.11758338660001755,-0.1619359403848648,-0.3971128761768341,0.2671559751033783,0.16707353293895721,-0.10318515449762344,-0.5813592672348022,0.1665979027748108,-0.009507425129413605,0.1562151163816452,-0.28176459670066833,-0.1984306424856186,-0.2798531651496887,-0.5989110469818115,0.3877127170562744,-0.22134535014629364,-0.12013701349496841,0.09412308037281036,-0.094652459025383,0.21183444559574127,0.16120347380638123,-0.16305629909038544,-0.06432603299617767,0.4409428834915161,-0.531791090965271,-0.23052901029586792,0.027561016380786896,0.23306892812252045,0.17177295684814453,0.07326360046863556,0.5007996559143066,-0.11816155165433884,0.4845564663410187,0.368635892868042,0.11205507814884186,0.1403808444738388,-0.05275388062000275,0.12845474481582642,0.40797457098960876,0.029856177046895027,0.12449944019317627,0.10905440896749496,-0.025870300829410553,-0.4934614896774292,0.3868860602378845,-0.4224318563938141,0.38818085193634033,0.14228014647960663,-0.10623093694448471
task_00007,-0.1311131864786148,-0.4752059578895569,-0.11184608191251755,-0.4648650288581848,0.01574225164949894,-0.4474334120750427,0.31149187684059143,0.059776075184345245,0.4333215355873108,0.10919646173715591,0.07195521891117096,-0.031473468989133835,0.4144769310951233,0.25477731227874756,0.24659794569015503,0.009965723380446434,0.33722546696662903,-0.21986131370067596,-0.3398115634918213,0.37997063994407654,0.27321502566337585,-0.30358433723449707,-0.3504970669746399,0.15417355298995972,-0.15974685549736023,-0.13348858058452606,-0.21842525899410248,0.5203074812889099,-0.3806454837322235,-0.7240111827850342,-0.3860485851764679,-0.14392054080963135,0.09402532875537872,-0.4306308925151825,0.054043348878622055,0.3969140946865082,-0.10208224505186081,-0.22618302702903748,0.30051326751708984,-0.09468076378107071,0.16282543540000916,0.21455934643745422,0.09395314007997513,0.24177315831184387,0.577640950679779,0.41328099370002747,-0.39461272954940796,0.06298252940177917,-0.10617987811565399,0.25832653045654297,-0.016091467812657356,0.16197137534618378,-0.22845911979675293,0.10169254243373871,0.05020586773753166,-0.16475658118724823,0.4845087230205536,-0.296541690826416,-0.011142004281282425,0.2302713841199875,-0.22651328146457672,0.5951918363571167,-0.4521122872829437,-0.021215079352259636
task_00008,0.18992507457733154,-0.3459622263908386,0.012316551059484482,-0.2919275462627411,-0.4875880479812622,0.26103970408439636,0.09227204322814941,-0.14901334047317505,0.2742038071155548,-0.14551682770252228,0.13570119440555573,-0.5721322894096375,-0.05759633332490921,-0.6621541976928711,-0.5053156614303589,0.20518925786018372,-0.2522960901260376,-0.009881500154733658,0.41760486364364624,-0.1393798440694809,0.28152331709861755,-0.24301393330097198,0.5141811370849609,0.4641234874725342,0.1512168049812317,-0.18857355415821075,0.1791991889476776,0.32016369700431824,-0.11768074333667755,0.21241624653339386,0.1769872009754181,0.3749227523803711,-0.15323176980018616,-0.37832844257354736,-0.08008210361003876,0.018123671412467957,0.02423839271068573,-0.11292986571788788,0.3056650459766388,0.32217270135879517,-0.19545447826385498,-0.5003513097763062,0.20807039737701416,-0.5629011392593384,-0.10229301452636719,-0.03793372958898544,-0.4159640967845917,0.1527594029903412,-0.06693975627422333,0.08129781484603882,-0.28925615549087524,-0.22893023490905762,0.16436105966567993,0.5426583290100098,0.07747367769479752,-0.1420273780822754,0.6183054447174072,0.0737610012292862,0.2160838395357132,0.1384105086326599,-0.025973282754421234,0.33210858702659607,-0.08839773386716843,0.3641534745693207
task_00009,0.3747820258140564,-0.1933327466249466,0.00895964726805687,0.32220378518104553,0.13575364649295807,0.21303877234458923,0.10370120406150818,0.16763286292552948,0.0931946411728859,0.1710212528705597,-0.2464170604944229,-0.2986067831516266,0.2790377736091614,-0.18631425499916077,0.010774711146950722,-0.27253633737564087,0.3426669239997864,-0.06347932666540146,-0.26238417625427246,-0.1308118849992752,-0.11938866227865219,-0.42837223410606384,-0.2038627713918686,0.21541272103786469,0.30301398038864136,-0.19862502813339233,0.34354367852211,0.014513442292809486,-0.13835927844047546,0.2345360517501831,0.16643576323986053,-0.12469996511936188,0.3882121443748474,-0.22736413776874542,-0.02292456477880478,0.06913165748119354,-0.031400687992572784,-0.5100821256637573,0.28944388031959534,0.3909946382045746,-0.20405660569667816,-0.654872477054596,-0.020534595474600792,0.2296035885810852,0.27548331022262573,0.08495093882083893,-0.2636334002017975,-0.12160473316907883,0.2669079601764679,0.1922357678413391,0.36826255917549133,-0.22050274908542633,0.29135194420814514,0.4725901186466217,-0.5539756417274475,0.08773774653673172,0.6576405167579651,-0.062474582344293594,0.10014702379703522,-0.08256825804710388,-0.081174835562706,-0.14243468642234802,-0.4506852328777313,0.06565102189779282
