task_id,dataset_id,dataset_path,title,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,used_synthesized_tests,artifact_path,failure_signature,failing_tests,last_error,llm_calls_used,timed_out,timeout_reason
0c9d344e-6452-4d0c-a474-34d203f04f6c,challenge_data_challengeData_2023-01-01_2023-01-02_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-02/page1.json,Topcoder Community App - Support LaTex formulas in Markdown rendering,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:04:03.683450,2026-02-24T01:04:03.683468,1.8e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
0c9d344e-6452-4d0c-a474-34d203f04f6c,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Support LaTex formulas in Markdown rendering,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:04:03.890607,2026-02-24T01:04:03.890653,4.6e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
a47ab6c2-23fa-47d3-862d-f4c725245bea,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Easy | Topcoder Skill Builder Competition | ReactJS | Getting Started,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:04:04.095909,2026-02-24T01:04:04.096455,0.000546,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
a4826c63-5e86-45f7-899b-6ed2a3aa60f4,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Skill Builder Competition | ReactJS,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:04:04.300813,2026-02-24T01:04:04.301062,0.000249,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
305e0763-dd63-4883-9133-55504503953d,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,failed_tests,failed_tests,0.0,False,10.0,semantic_diff,contract_first->pattern_skeleton->failure_mode_first->multi_view->semantic_diff,5.0,2026-02-24T01:04:04.504750,2026-02-24T01:05:08.085009,63.580259,True,synthesized,/Users/karanallagh/Desktop/DataCollector/reports/experiments/topcoder_full_run/generated_tests/305e0763-dd63-4883-9133-55504503953d.json,True,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,005c973bc62df6599b59a10586e414beaa87358587e6f292f9048f969924fb7f,"create_learning_space_valid,create_learning_space_missing_fields,create_post_valid,create_post_invalid_markdown,add_comment_valid",,14.0,False,
c686d72a-f0da-4e30-9eca-b75f317e5931,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Medium | Topcoder Skill Builder Competition | ReactJS | Co-learning,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:08.086517,2026-02-24T01:05:08.086565,4.8e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
b0e66fb3-6bce-48c8-929f-9d8bebc76885,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Remove perpetual scrolling on Activity Feed page while logged out,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:08.287154,2026-02-24T01:05:08.287225,7.1e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
70ea3d72-66a5-432d-a410-7202da79b00e,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Universal nav header / footer missing on challenge details pages,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:08.487757,2026-02-24T01:05:08.487798,4.1e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
3cded57a-b863-4804-8d4d-21747cc9d996,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Uni nav doesn't load on Community App the first time,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:08.692774,2026-02-24T01:05:08.692813,3.9e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
e8231040-e63f-40c4-980c-eb815062aeec,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:08.897822,2026-02-24T01:05:08.897903,8.1e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
aeaaeac2-907e-4f11-bb09-30143522da50,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Online Review - Header menu behind other screen elements,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:09.101864,2026-02-24T01:05:09.103253,0.001389,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
10f01117-9661-4868-bf96-d0457dac10e0,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Universal Nav - Sub page configuration,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:09.302150,2026-02-24T01:05:09.302332,0.000182,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
743c9ef3-6dda-4dcd-9f43-0874001d0502,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,"Topcoder Community App - ""View More Challenges"" when logged out",skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T01:05:09.505160,2026-02-24T01:05:09.505225,6.5e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/topcoder_full_run,,,Task skipped by heuristics (missing coding spec),0.0,False,
