method,seed,episode,reward,success,steps,cost_ratio,budgeted_success,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,action_entropy
stride_gate_plus_residual,0,0,68.02592948728613,1.0,10,0.2840909090909091,1.0,0.3,1.0,0.0,0.0,1.0,1.470808506011963
stride_gate_plus_residual,0,1,71.45080571163602,1.0,14,0.3409090909090909,1.0,0.5,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,1.4377014636993408
stride_gate_plus_residual,0,2,78.49975793564407,1.0,8,0.22348484848484848,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,0,3,76.63733013766787,1.0,9,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.8486855626106262
stride_gate_plus_residual,1,0,75.56629387455129,1.0,8,0.23939393939393938,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,1,1,59.98981142719313,1.0,8,0.23106060606060605,1.0,0.125,1.0,0.0,0.0,1.0,1.2130075693130493
stride_gate_plus_residual,1,2,80.24653116059173,1.0,9,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.8486855626106262
stride_gate_plus_residual,1,3,76.44517775717328,1.0,7,0.20606060606060606,1.0,0.0,0.0,0.0,0.0,0.0,0.9556998610496521
stride_gate_plus_residual,2,0,0.9145630274987475,0.0,22,0.5431818181818182,0.0,0.45454545454545453,0.5,0.5,0.5,0.5,1.2734030485153198
stride_gate_plus_residual,2,1,80.25570386568127,1.0,8,0.23939393939393938,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,2,2,77.94979223700811,1.0,8,0.22348484848484848,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,2,3,79.00516056995937,1.0,9,0.25681818181818183,1.0,0.0,0.0,0.0,0.0,0.0,0.8486855626106262
stride_gate_plus_residual,3,0,58.389143464203556,1.0,18,0.4810606060606061,1.0,0.3888888888888889,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.7142857142857143,1.3360074758529663
stride_gate_plus_residual,3,1,76.28424215879764,1.0,8,0.23939393939393938,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,3,2,-74.77910814148734,0.0,22,0.5416666666666666,0.0,0.5909090909090909,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.23076923076923078,1.0971664190292358
stride_gate_plus_residual,3,3,-8.87354666517805,1.0,22,0.5446969696969697,1.0,0.5909090909090909,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,1.116485595703125
stride_gate_plus_residual,4,0,44.94035054467872,1.0,19,0.4727272727272727,1.0,0.47368421052631576,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.5555555555555556,1.4152779579162598
stride_gate_plus_residual,4,1,76.40187755862678,1.0,7,0.20606060606060606,1.0,0.0,0.0,0.0,0.0,0.0,0.9556998610496521
stride_gate_plus_residual,4,2,76.40093301654284,1.0,8,0.22348484848484848,1.0,0.0,0.0,0.0,0.0,0.0,0.9002560377120972
stride_gate_plus_residual,4,3,51.52369549702184,1.0,14,0.38484848484848483,1.0,0.42857142857142855,1.0,0.0,0.0,1.0,1.432757019996643
