90345627,12pri,1,1,0,0,NULL,NULL,27,0,NULL,NULL
90138437,20219085,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90448321,8hreyas,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90440333,A.Harikrishnan,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90225165,aakashbhadu,1,1,0,0,NULL,NULL,30,0,NULL,NULL
23039419,abcivashritt,1,0,1,817,DATA_SCIENCE,SRM,194,1,NULL,NULL
40793658,abdullatku,1,1,0,1114,DEVELOP,CODE,214,28,NULL,NULL
40666869,abelalem,1,0,1,1225,DEVELOP,CODE,55,0,NULL,NULL
90326296,abhishekrn,1,1,1,1334,DEVELOP,CODE,41,1,NULL,NULL
90447492,abidali1122,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90448633,abish7,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90441996,abm12,0,0,0,0,NULL,NULL,0,0,NULL,NULL
41031499,ac23,1,0,0,1301,DEVELOP,CODE,4,0,NULL,NULL
90446407,adarshmishraa,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90439512,aditya7077,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40690009,adjulka,1,0,0,1156,DEVELOP,CODE,37,0,NULL,NULL
40095277,adk90,1,1,0,1073,DEVELOP,CODE,54,0,NULL,NULL
40187621,aeclean,1,1,0,1337,DEVELOP,CODE,122,0,NULL,NULL
90444763,afaan,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40697084,afrisalyp,1,0,1,1684,DEVELOP,CODE,216,87,NULL,NULL
90439060,aghdam,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40208148,agnelvishal,1,1,0,848,DEVELOP,CODE,54,0,NULL,NULL
90443778,aguado435,0,0,0,0,NULL,NULL,0,0,NULL,NULL
14787447,ahmed.seddiq,1,1,1,1596,DEVELOP,CODE,765,70,NULL,NULL
90448965,Ahmedalyafai273,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90445891,AhmedZaki.tech,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90441933,ahmetcakar,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90450437,ai1776,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90447222,akashadsare,0,0,0,0,NULL,NULL,0,0,NULL,NULL
41004974,akhil08.iitkgp,1,1,0,1077,DEVELOP,CODE,14,1,NULL,NULL
90403491,Akhilkodali,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90439261,aks12345678,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443915,aks67,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90440992,Akull,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90439577,akv2011,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90439345,AlainMartin,0,0,0,0,NULL,NULL,0,0,NULL,NULL
252022,AleaActaEst,1,1,1,1584,DEVELOP,DEVELOPMENT,4416,250,NULL,NULL
90442273,alexgronaleo,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90444439,Alexia23,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40241368,allenjuly7,1,0,1,1700,DEVELOP,CODE,127,13,NULL,NULL
90443716,alphaxardjr,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90444920,alvaromiguel,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443810,amagar729,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90445752,aman2025,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90432113,amar_aeon_10,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40724941,amareabewa,1,0,0,0,NULL,NULL,4,0,NULL,NULL
90439163,Amarjeet5911,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90445660,amarnath4397,0,0,0,0,NULL,NULL,0,0,NULL,NULL
41063927,Amit-Dey,1,1,0,0,NULL,NULL,148,0,NULL,NULL
40513444,amiteshtoharya4,1,0,0,0,NULL,NULL,2,0,NULL,NULL
22676476,Amith,1,1,1,1449,DEVELOP,CODE,1741,30,NULL,NULL
90442214,Amjath_S,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90104092,ammam.rani,1,1,0,0,NULL,NULL,24,1,NULL,NULL
90270029,ammarofficialbd,0,0,0,0,NULL,NULL,0,0,NULL,NULL
23143066,amsourav,1,0,0,1155,DEVELOP,CODE,17,0,NULL,NULL
90438580,Andtry,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90442171,andy2000,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90445425,anis4111,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90445074,ankit_2k3,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90439699,ankitlothia,0,0,0,0,NULL,NULL,0,0,NULL,NULL
23026291,anshh31,1,0,1,1513,DEVELOP,CODE,60,2,NULL,NULL
90037625,Anshuman_Thapa,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90442377,Antara_2002,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90379246,antony.durai,0,0,0,0,NULL,NULL,2,0,NULL,NULL
90445495,arana07i,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90448123,ArbaazBeg,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90449590,archangel_olimi,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90153276,ARGHO_735,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90446684,arshadkhan0126,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443358,arshadnoor585,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90442131,arunbhaiya02,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90444487,AryanGupta001,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90440639,ashoksivaram,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90442767,asnazokkar,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90449522,astrelux_dts,0,0,0,0,NULL,NULL,0,0,NULL,NULL
23146918,Audente,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90439572,Aurexcore,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90438074,Austin-Pardosi,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90446625,avdvh,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90438776,avinashrajav,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40541582,Awath,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90386277,Axel2a100,1,0,0,0,NULL,NULL,4,0,NULL,NULL
90448682,ayish,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443490,aymane001,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40804999,aymenwah,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90440303,baalaganeshr,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90442146,babt,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90441581,banik74,0,0,0,0,NULL,NULL,0,0,NULL,NULL
22757269,bannie2492,1,1,1,1450,DEVELOP,ASSEMBLY_COMPETITION,1018,67,NULL,NULL
90445818,barelytrying,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90440041,benitavigar,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90035354,beunique,1,0,0,1047,DATA_SCIENCE,MARATHON_MATCH,10,0,NULL,NULL
90440141,bharti_41,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443604,BhaveshST,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40709966,BI96,1,0,0,443,DEVELOP,CODE,112,0,NULL,NULL
22776011,billsedison,1,1,1,1646,DEVELOP,CODE,1257,561,NULL,NULL
90439562,blazing_bhupesh,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40986693,blue.nguyen,1,1,0,1586,DEVELOP,TESTING_COMPETITION,207,8,NULL,NULL
90395650,brijesh2203,1,0,0,0,NULL,NULL,8,0,NULL,NULL
40829641,browserdrive,1,0,0,1080,DEVELOP,CODE,21,0,NULL,NULL
90447555,BroxoBlack,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90220183,bsaichaitanya,0,0,0,0,NULL,NULL,1,0,NULL,NULL
40612623,cagdas001,1,1,1,1765,DEVELOP,CODE,331,57,NULL,NULL
22646193,Cagi,1,1,0,1114,DEVELOP,ASSEMBLY_COMPETITION,1313,5,NULL,NULL
90440305,captainquirk,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90439377,Cassius12,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40963044,cdharmateja,1,1,0,1260,DEVELOP,CODE,302,18,NULL,NULL
90447254,celiaqcea,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40905681,ChadwinSean,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90405180,Chaitanya09,0,0,0,0,NULL,NULL,1,0,NULL,NULL
90380451,chandugvikram,0,0,0,0,NULL,NULL,1,0,NULL,NULL
90437096,Chankaya7863,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90442626,chhavi02,0,0,0,0,NULL,NULL,0,0,NULL,NULL
22773390,chok68,1,1,1,1336,DEVELOP,CODE,598,47,NULL,NULL
40046395,chtbharti,1,1,0,550,DEVELOP,CODE,100,0,NULL,NULL
20095816,chubbchubbs,1,0,1,1506,DEVELOP,CODE,213,45,NULL,NULL
90414614,Claniel,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90263536,cmax2ph3,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443796,code_parvej,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90447969,codecraftali,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90433087,codeitbyamit,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90440590,codeNoodle,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443461,CoderJackal,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90445121,Codewithwahid,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40026260,codingdrone,1,1,1,1040,DEVELOP,CODE,7767,24,NULL,NULL
40942969,crash457,1,1,0,1235,DEVELOP,CODE,253,27,NULL,NULL
90433717,cvipuls,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90443626,cyn71,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40653552,d.fachri,1,1,0,1054,DEVELOP,CODE,757,19,NULL,NULL
90443415,d093w1z,0,0,0,0,NULL,NULL,0,0,NULL,NULL
40004273,daga_sumit,1,0,1,1783,DEVELOP,UI_PROTOTYPE_COMPETITION,1708,232,NULL,NULL
90446412,danishbansalcmd,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90447936,danyal-arman,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90293513,darlandj097,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90442990,davidenko,0,0,0,0,NULL,NULL,0,0,NULL,NULL
90447319,davidnmc,0,0,0,0,NULL,NULL,0,0,NULL,NULL
22763236,deas,1,0,1,907,DATA_SCIENCE,SRM,274,16,NULL,NULL
90239652,deba.dev,1,0,0,0,NULL,NULL,6,0,NULL,NULL
40185501,deivid,0,0,0,1285,DATA_SCIENCE,SRM,1,0,NULL,NULL
90439274,deknas,0,0,0,0,NULL,NULL,0,0,NULL,NULL
22880683,demo.b,1,1,1,1125,DEVELOP,CODE,364,1,NULL,NULL
90445184,dennytrp,0,0,0,0,NULL,NULL,0,0,NULL,NULL
22891312,devansdev,0,0,0,1245,DEVELOP,CODE,1,0,NULL,NULL
40983816,dewa3,1,0,0,0,NULL,NULL,16,0,NULL,NULL
40905144,Dexter49,1,1,0,839,DEVELOP,CODE,209,0,NULL,NULL
40639688,diazz,1,0,0,2314,DEVELOP,CODE,764,306,NULL,NULL
40563344,DiickyLady,1,0,0,0,NULL,NULL,19,0,NULL,NULL
90443362,dilanm,0,0,0,0,NULL,NULL,0,0,NULL,NULL
22887344,dileepa,1,0,0,1684,DEVELOP,UI_PROTOTYPE_COMPETITION,216,86,NULL,NULL
40850919,dimeros,1,0,0,0,NULL,NULL,77,0,NULL,NULL
40960384,dinhsang,1,0,0,0,NULL,NULL,2,0,NULL,NULL
40998156,diwosuwanto,1,1,0,1455,DEVELOP,CODE,220,7,NULL,NULL
90252337,dragolovers,1,0,0,0,NULL,NULL,4,0,NULL,NULL
90442508,drashti1471,0,0,0,0,NULL,NULL,0,0,NULL,NULL
