method,seed,episode,step,teacher_macro,chosen_macro,reward,override,win,regret,reason
stride_gate_plus_residual,0,0,8,verify,repair,1.0452134410589882,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,0,0,9,verify,repair,1.3675450245654175,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,0,0,10,verify,repair,0.3567765165447192,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,0,0,11,verify,repair,-2.9488933026332442,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,12,verify,repair,-7.467364149540549,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,13,verify,repair,-8.984463579541057,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,14,verify,repair,-10.499248838800494,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,15,verify,repair,-10.512086629782122,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,16,verify,repair,-12.023272703605425,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,17,verify,repair,-13.53277374556472,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,18,verify,repair,-15.041459438775913,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,19,verify,repair,-16.549590468448677,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,20,submit,repair,-18.05696832045716,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,0,21,submit,repair,-34.563608987591934,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,0,1,8,verify,decompose_shallow,0.9406736762540974,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,0,1,16,verify,decompose_shallow,0.1836593440431812,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,1,1,8,verify,submit,39.26077527310467,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,2,0,12,verify,repair,2.796187982344265,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,2,0,13,verify,repair,1.9559901781774933,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,2,0,14,verify,repair,-3.0003424091453805,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,2,0,15,verify,repair,0.8131306945971317,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,2,0,16,verify,repair,0.1266794765724053,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,2,0,17,verify,repair,-1.540799088937105,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,2,0,18,verify,repair,-6.051964141327222,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,2,0,19,verify,repair,-7.562075277913463,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,2,0,20,verify,repair,-9.07098891450612,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,2,0,21,submit,repair,-10.57884412504383,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,2,0,22,submit,repair,-28.585885726976855,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,0,11,verify,repair,-0.9929905014176703,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,0,12,verify,decompose_shallow,0.8842698133543386,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,0,20,verify,direct_solve,-4.691186415553502,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,0,21,submit,repair,-9.042274079884564,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,0,22,submit,submit,37.58661871874133,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,2,9,verify,repair,4.659930034623962,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,2,10,verify,repair,-1.0882339891854278,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,11,verify,repair,1.5165601673504803,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,2,12,verify,direct_solve,1.1005711495378427,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,2,14,verify,repair,-1.4627824597349615,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,15,verify,repair,-5.977056522792553,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,16,verify,repair,-7.489697152008422,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,17,verify,repair,-9.000886040767167,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,18,verify,repair,-10.510748476539874,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,19,verify,repair,-12.0196947184346,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,20,verify,repair,-13.5280640626645,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,21,submit,repair,-15.035336951070432,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,2,22,submit,research_context,-14.201123605145286,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,3,3,11,verify,repair,2.795995331860449,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,3,12,verify,repair,4.651564045275591,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,3,13,verify,decompose_shallow,0.865912628093798,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,3,3,22,direct_solve,decompose_shallow,-19.348998465420408,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,0,10,verify,research_context,1.633570708846969,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,4,0,12,verify,decompose_shallow,0.8991419804377374,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,4,0,18,verify,repair,-2.9842386718595035,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,0,19,verify,repair,-5.992604168412332,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,0,20,verify,repair,-9.000399350032996,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,0,21,submit,repair,-9.00769020641105,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,0,22,submit,repair,-25.514390461765597,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,3,8,verify,repair,4.262313623755111,1,1,0,stride_gate_plus_residual
stride_gate_plus_residual,4,3,9,verify,submit,-22.08243928003534,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,3,10,verify,repair,-5.341343025616886,1,0,1,stride_gate_plus_residual
stride_gate_plus_residual,4,3,11,verify,verify,40.32190000361428,1,1,0,stride_gate_plus_residual
