task_id,dataset_id,dataset_path,title,task_type,resolved_task_type,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,router_rationale,router_heuristics,solver_used,solver_name,verifier_type,verifier_name,verifier_score,used_synthesized_tests,self_check_only,self_check_pass_rate,self_check_passed,memory_hint_count,memory_hints_retrieved,artifact_path,unit_test_report_path,deliverable_path,patch_path,repo_log_path,rubric_path,classification_path,verification_path,reflections_path,raw_agent_response_path,repaired_agent_response_path,failure_signature,failing_tests,last_error,llm_calls_used,timed_out,timeout_reason,unit_test_success,deliverable_success
0d1aa466-da5c-4b48-b6cf-a8059cf35d6b,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,Topcoder O/R F2F - UI issue in the Submit response button (Data science),data_etl,data_etl,failed_data_etl,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:39:38.356111,2026-03-06T12:40:12.315230,33.959119,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/0d1aa466-da5c-4b48-b6cf-a8059cf35d6b_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/0d1aa466-da5c-4b48-b6cf-a8059cf35d6b_agent_repair.txt,,,,2.0,False,,False,False
c90790bd-d289-42b7-bd97-4bc65d7232f5,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Remove the support modal,api_backend,api_backend,failed_patch,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:40:12.318899,2026-03-06T12:40:58.589191,46.270292,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/c90790bd-d289-42b7-bd97-4bc65d7232f5_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/c90790bd-d289-42b7-bd97-4bc65d7232f5_agent_repair.txt,,,,2.0,False,,False,False
8da51ea0-9169-4684-b536-79dc92e6380c,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,72 Hours Topcoder Review App Challenge Review Details Page Integration Part 2,non_actionable,architecture_doc,failed_architecture_doc,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:40:58.590139,2026-03-06T12:42:16.728589,78.13845,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/8da51ea0-9169-4684-b536-79dc92e6380c_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/8da51ea0-9169-4684-b536-79dc92e6380c_agent_repair.txt,,,,2.0,False,,False,False
61a28e31-f4fa-4302-b565-a104fd833dd0,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,TopCoder Lookups API- Fix Review Issues,data_etl,data_etl,failed_data_etl,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:42:16.729416,2026-03-06T12:42:49.025126,32.29571,False,n/a,,Mentions ETL/pipeline terminology,"function_signature,data_etl_keywords",data_etl,data_etl,rubric_data_etl,data_etl,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/61a28e31-f4fa-4302-b565-a104fd833dd0_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/61a28e31-f4fa-4302-b565-a104fd833dd0_agent_repair.txt,,,,2.0,False,,False,False
4320dc50-af78-47d8-bdbf-f6864302174b,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,Topcoder NestJS Autopilot - Event-Based Phase Transition Fixes,non_actionable,architecture_doc,failed_architecture_doc,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:42:49.025691,2026-03-06T12:43:29.729197,40.703506,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/4320dc50-af78-47d8-bdbf-f6864302174b_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/4320dc50-af78-47d8-bdbf-f6864302174b_agent_repair.txt,,,,2.0,False,,False,False
755e5e35-17a1-4a26-9a07-ac733f612954,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,Topcoder Online Review - Manual payments not saving,api_backend,api_backend,failed_patch,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:43:29.730105,2026-03-06T12:43:58.929804,29.199699,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/755e5e35-17a1-4a26-9a07-ac733f612954_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/755e5e35-17a1-4a26-9a07-ac733f612954_agent_repair.txt,,,,2.0,False,,False,False
f9403b29-37cc-47a3-bda0-80d4e592f5c5,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page2.json,ePost RX Modernisation - Fix all failed test case and improve the coverage Part 2,repo_patch,repo_patch,failed_patch,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:43:58.930864,2026-03-06T12:44:25.352560,26.421696,False,n/a,,Looks like repository/app maintenance task,repo_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/f9403b29-37cc-47a3-bda0-80d4e592f5c5_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/f9403b29-37cc-47a3-bda0-80d4e592f5c5_agent_repair.txt,,,,2.0,False,,False,False
2362226c-ab72-4c46-819a-37d09f9fbf16,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Work Manager - Fix submission phase display on 2 round challenge,api_backend,api_backend,failed_patch,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:44:25.353948,2026-03-06T12:45:10.231424,44.877476,False,n/a,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/2362226c-ab72-4c46-819a-37d09f9fbf16_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/2362226c-ab72-4c46-819a-37d09f9fbf16_agent_repair.txt,,,,2.0,False,,False,False
30377260,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,Topcoder Admin App - Consolidate Skills Manager,non_actionable,architecture_doc,failed_architecture_doc,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:45:10.231989,2026-03-06T12:45:53.773904,43.541915,False,n/a,,Detected hiring/recruiting language,hiring_signal,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/30377260_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/30377260_agent_repair.txt,,,,2.0,False,,False,False
9c0e8f57-190b-4427-a78c-c722af5ca8c9,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,"Topcoder O/R F2F - When a review scorecard is reopened and trying to submit new review, the previously entered scores are still displayed in the card",data_etl,data_etl,failed_data_etl,deliverable_parse_error,0.0,False,0.0,,,0.0,2026-03-06T12:45:53.774370,2026-03-06T12:46:18.259555,24.485185,False,n/a,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,0.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,,,,,,,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/9c0e8f57-190b-4427-a78c-c722af5ca8c9_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/9c0e8f57-190b-4427-a78c-c722af5ca8c9_agent_repair.txt,,,,2.0,False,,False,False
