task_id,dataset_id,dataset_path,title,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,used_synthesized_tests,artifact_path,failure_signature,failing_tests,last_error,llm_calls_used,timed_out,timeout_reason
5a953c7c-482a-4643-aad1-f7a093da7fb9,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder O/R F2F - Submit Score TextArea in Firefox,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590095,2026-02-24T00:19:47.590103,8e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
694f790b-9a05-494a-a679-212983382fba,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,Message Center - QA and bug fixes,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590321,2026-02-24T00:19:47.590323,2e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
97745303-0ae1-4196-87db-3a03c1909b13,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder O/R F2F - Submissions Tab has Winners Marked in it but shouldn't,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590338,2026-02-24T00:19:47.590344,6e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
7db8d519-d5c9-48b6-8c1d-d8430f7f09ee,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,AI Aided Asset Versioning Platform Backend Challenge Part 1,skipped_no_llm_config,missing_dependency,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590358,2026-02-24T00:19:47.590437,7.9e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,,0.0,False,
4fea455b-76f7-4e66-80a6-98b667d98670,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Topcoder O/R F2F - Members cannot download submissions anymore,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590448,2026-02-24T00:19:47.590453,5e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
774f1c4d-0ca0-4de2-ae8b-87882784f2c5,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Topcoder O/R F2F - Save for later button submits the review score,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590466,2026-02-24T00:19:47.590470,4e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
30377320,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,Topcoder Platform - V6 Groups API implementation,skipped_no_llm_config,missing_dependency,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590480,2026-02-24T00:19:47.590668,0.000188,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,,0.0,False,
29f79b9f-32ef-43e5-8298-1028dfbf1136,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page2.json,Topcoder Identity Service Tests Improvement Part 1,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590678,2026-02-24T00:19:47.590696,1.8e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
29f79b9f-32ef-43e5-8298-1028dfbf1136,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Identity Service Tests Improvement Part 1,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590705,2026-02-24T00:19:47.590719,1.4e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
65b7f3c8-06a6-422b-92d9-6353fa5c3a2d,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,72 Hours!! - Topcoder Review App - API Integration for My Active Challenge Page,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590730,2026-02-24T00:19:47.590745,1.5e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
1ef1e3e9-30d9-4c36-b35f-ebede0ac438d,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,"[GIG] Azure Integration Tech Lead –  Melbourne, Australia",skipped_no_llm_config,missing_dependency,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590754,2026-02-24T00:19:47.590809,5.5e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,,0.0,False,
5f695f88-8075-4e83-8727-100bf12c516e,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Identity Service fixing login response issue and roles response issue,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590818,2026-02-24T00:19:47.590826,8e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
ac7837cd-349d-4a6a-aa97-82f1d19ad557,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,Topcoder Review API - Branch Merge and Code Fixes for Review API,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590835,2026-02-24T00:19:47.590843,8e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
b094c72f-4e9c-4582-9f00-4eec70d7c687,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,Test,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590853,2026-02-24T00:19:47.590854,1e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
37515489-2139-4996-9fe6-4ed09ce637be,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,test chlng,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590863,2026-02-24T00:19:47.590864,1e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
e8231040-e63f-40c4-980c-eb815062aeec,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590873,2026-02-24T00:19:47.590876,3e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
92515220-cce4-4bfb-9def-a941e03e148a,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Apply universal navigation to account settings page,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590885,2026-02-24T00:19:47.590890,5e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder O/R F2F - How to check the payment sent status,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590901,2026-02-24T00:19:47.590905,4e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
0c406e64-e1db-422b-ac9a-cdcf7523320f,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,Topcoder Admin App - Consolidate Skills Manager,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590913,2026-02-24T00:19:47.590922,9e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
30377279,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,Test challenge 26_06,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590930,2026-02-24T00:19:47.590931,1e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
305e0763-dd63-4883-9133-55504503953d,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,skipped_no_llm_config,missing_dependency,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.590940,2026-02-24T00:19:47.591030,9e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,,0.0,False,
56b3df85-e4f4-40ab-a975-2a9e6810866e,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,Topcoder Review API - Challenge and Resource API Integration,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.591039,2026-02-24T00:19:47.591050,1.1e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
305e0763-dd63-4883-9133-55504503953d,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,skipped_no_llm_config,missing_dependency,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.591060,2026-02-24T00:19:47.591148,8.8e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,,0.0,False,
faa95748-8dbe-4d5b-87e1-b96d8073e31c,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - 2 Round Challenge sporadically showing as 1 round,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.591157,2026-02-24T00:19:47.591161,4e-06,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
155973f9-8d1b-41d2-b55f-7e7950552118,data_processed_tasks.parquet,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.parquet,Developer Opportunity for FICO Falcon Engineer,skipped_non_coding_task,non_coding,0.0,False,0.0,,,0.0,2026-02-24T00:19:47.591170,2026-02-24T00:19:47.591181,1.1e-05,False,,,False,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/sample_no_analysis,,,Task skipped by heuristics (missing coding spec),0.0,False,
